ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,LINEARobjectID
214.339462,58.363491,1435,714,1455,426,-0.5100837,386,254,-382,15.49,146,5,11617953,
214.443924,62.156052,1097,710,943,505,-0.6719325,680,595,-1011,15.79,201,5,11626935,
214.866089,2045,1186,1724,612,-0.6117087,460,648,-794,15.32,258,5,11651280,
216.525681,1570,869,1656,518,-0.5531352,525,704,-869,15.47,81,5,11672471,
217.551880,-0.629188,1932,2384,2680,785,-0.2422829,579,3412,16014,16.59,237,4,11679196,
217.219116,-0.089142,1203,527,1123,367,-0.4811953,447,304,-990,14.02,253,5,11691676,
216.069458,-0.804360,1119,23,466,-229,-1.1734976,418,-300,-664,16.54,177,6,11693275,
217.293655,11.430412,2098,1256,1983,682,-0.3970441,361,1528,1395,15.81,216,4,11699462,
217.671844,17.697327,1616,1112,2009,598,-0.5504799,799,701,-884,14.27,216,5,11734279,
216.140213,-1,835,240,-0.3768583,325,-25,-482,15.47,257,5,11752199,
217.308945,23.986816,1101,485,1209,338,-0.4572518,388,1537,4349,16.05,244,5,11779831,
217.581299,24.784004,1828,1041,1541,491,-0.5859781,744,886,-460,16.23,211,5,11780577,
217.312958,23.680416,1167,619,941,353,-0.4706248,525,971,-107,14.90,112,5,11785270,
216.383820,507,2282,827,-0.5354807,606,804,739,16.70,238,5,11789325,
216.525620,747,1503,499,0.1611936,447,2420,5471,14.89,233,4,11790064,
217.280182,25.741747,1197,602,1115,405,-0.5255463,396,643,-839,15.13,202,5,11808279,
217.952789,26.497715,937,221,1308,418,-0.5234321,444,164,-1142,16.48,205,5,11810596,
217.849503,27.966959,1876,1132,1990,736,-0.6035548,654,1048,389,16.33,218,5,11819015,
217.668198,27.224627,1079,393,1212,285,-0.4573214,309,464,187,14.03,218,5,11819661,
216.063156,1443,715,1656,629,-0.6209284,496,543,-1074,15.57,116,5,11834821,
217.471497,2193,1210,2099,674,-0.5591806,326,559,-194,16.26,225,5,11838018,
216.032715,-2.910536,1014,190,863,227,-0.3069866,414,1927,3272,15.94,303,5,11856290,
216.387497,-1.141561,967,379,1104,277,-0.5700799,367,540,-434,15.97,249,5,11863356,
217.701340,32.527058,1086,-13,757,177,-1.1012858,489,-667,21,16.56,243,6,11864369,
216.443619,32.020428,927,164,654,226,-0.5517669,385,537,-866,15.86,265,5,11866538,
216.755737,32.336681,1411,659,1561,535,-0.5567433,476,919,942,16.56,76,5,11870305,
217.350861,35.503624,1043,475,1298,398,-0.4705324,387,307,-826,15.58,198,5,11882477,
217.667877,44.299355,1872,980,1679,644,-0.5198593,424,4907,45081,15.51,219,5,11917874,
216.025635,48.854324,1962,1184,1820,667,-0.5956984,465,1010,358,14.75,228,5,11925135,
217.401489,50.693497,1235,508,1350,336,-0.4404273,278,286,-1229,15.02,243,5,11932308,
216.505798,50.727470,1425,865,1474,337,-0.4629229,829,1498,2646,16.88,231,5,11936793,
217.845200,52.342030,1901,1094,2213,690,-0.5228324,823,809,-600,15.78,230,5,11957623,
217.019974,51.285599,1787,1013,1257,442,-0.5880623,468,499,-416,16.31,217,5,11960127,
217.713486,53.445698,1360,795,1748,576,-0.0279754,555,1687,2568,15.73,233,5,11963916,
217.203476,53.429722,1592,376,1994,450,-0.5899367,459,600,-282,14.73,230,5,11964431,
217.693161,56.494160,1108,471,1376,348,-0.4424182,375,354,-890,15.78,204,5,11970309,
217.245193,57.245003,2102,1242,1983,667,-0.5832248,357,748,32,15.68,176,5,11973551,
216.225769,58.679775,988,293,1057,325,-0.4648515,340,481,15,15.89,147,5,11975715,
217.823761,61.829536,1340,695,1387,428,-0.5081958,425,573,-976,15.12,167,5,11982872,
216.546204,1032,429,1259,430,-0.5546293,339,367,-607,16.00,249,5,11992531,
219.333786,1360,675,1498,433,-0.6233737,357,476,-786,15.67,211,5,12021791,
218.679459,-0.786219,1793,952,1588,582,-0.5417491,698,873,-452,14.14,240,5,12041258,
218.236053,12.025761,2178,1562,2213,672,-0.6299646,746,1323,1406,16.70,215,5,12050272,
219.622604,15.270619,1177,525,1158,289,-0.3394248,856,943,-27,16.20,179,5,12081294,
218.167740,21.566813,1295,641,1292,545,-0.5599477,441,319,-1264,16.13,254,5,12111449,
218.996399,22.253700,1111,-113,813,410,-0.4558401,410,722,237,16.24,215,5,12112283,
219.103607,23.373739,1216,-146,2076,419,-0.5098364,312,169,-724,14.34,98,5,12118867,
218.273651,26.727591,1993,1057,2123,607,-0.5612583,473,-694,-694,15.17,227,5,12138683,
218.033646,27.322073,1143,-178,581,19,-0.3350329,404,1317,1353,16.31,233,5,12142471,
219.660797,1946,1203,2042,687,0.3771512,602,2742,7497,16.38,214,4,12168458
218.927368,-2.385299,1482,812,1773,697,-0.5575719,688,943,-100,16.70,245,5,12185998,
218.233673,32.648575,1895,1137,1829,665,0.3064694,519,2532,5800,15.29,235,4,12191331,
219.928711,34.160767,1021,310,1117,207,-0.4621004,324,45,-1323,14.75,209,5,12200391,
219.422470,35.881336,1183,512,1278,457,-0.4064481,251,3319,22398,14.90,184,5,12216345,
218.140991,46.184700,1212,159,1623,471,-0.5134250,432,477,-972,14.52,213,5,12251338,
218.304169,48.227325,1626,827,1412,477,-0.5398166,335,625,-814,15.20,240,5,12254654,
219.465134,62.607037,1677,960,1476,570,-0.5838107,443,628,-807,15.06,189,5,12313852,
218.718430,2124,1180,1828,574,-0.5739118,358,8882,111099,16.45,239,5,12347176,
220.077271,12.141435,1746,806,1369,471,-0.4992107,396,278,-1289,14.52,204,5,12378895,
220.113358,12.951532,1612,1094,1722,566,-0.5485805,574,642,-954,14.59,186,5,12385133,
221.952866,11.752907,1365,693,1596,601,-0.5510542,467,175,-1202,16.15,218,5,12385218,
221.661057,12.744187,2305,2369,3078,828,-0.6359783,646,1239,584,16.27,191,5,12387566,
221.647598,12.886760,1312,601,1684,455,-0.4666093,433,41,-1504,15.43,192,5,12389018,
220.583755,12.103569,1065,476,1408,394,-0.1841567,1230,2626,6231,15.56,159,5,12390274,
220.175201,17.888948,1229,535,892,392,-0.3084005,792,787,-520,14.36,222,5,12425283,
221.319443,20.361139,1324,533,1225,414,-0.4522868,338,411,-777,15.06,223,5,12432194,
220.056549,22.844933,1685,1084,1937,693,-0.4880311,376,937,552,14.93,220,5,12445926,
221.853546,23.021906,1970,682,2314,637,-0.6009322,457,744,-814,14.91,193,5,12459165,
221.682632,25.136375,976,207,730,154,-0.1792057,489,2299,5922,16.45,203,5,12470142,
220.357224,1837,991,1513,644,-0.5848663,506,520,-1069,14.98,404,5,12504572,
221.437195,-2.335337,1689,1005,1602,674,-0.5292529,640,351,-1127,14.32,245,5,12515987,
221.125504,-1.473928,1073,366,1325,366,-0.4287712,356,394,-989,15.18,220,5,12517171,
221.903839,-2.255268,1333,682,1520,481,-0.5091513,513,948,-215,15.04,195,5,12518025,
220.214828,34.622261,1088,138,1431,363,-0.4102391,306,441,-862,14.74,205,5,12536474,
221.327560,35.468063,1108,554,1353,427,-0.4666436,500,491,-1018,14.20,88,5,12550744,
221.306503,39.678082,1441,847,1804,567,-0.5629363,487,719,-990,14.57,209,5,12561269,
221.807480,39.371517,1241,736,1498,520,-0.5490046,577,415,-725,16.87,201,5,12565297,
221.851532,41.650940,1244,547,1436,350,-0.4835928,426,980,-138,14.68,196,5,12571908,
220.031204,45.176460,1279,595,715,391,-0.4387626,670,917,-525,15.60,182,5,12586505,
220.308884,50.453918,1026,483,1275,389,-0.5230206,379,468,-956,14.79,207,5,12600146,
221.660278,958,223,855,267,-0.4464325,414,155,-1483,15.46,199,5,12605297,
221.956787,1106,434,1000,292,-0.3895613,353,751,-548,15.33,238,5,12606318,
221.754868,1000,274,829,124,-0.2071903,485,372,-898,15.87,232,5,12609733,
221.934937,1570,238,1963,579,-0.5036018,314,368,-562,14.07,145,5,12613434,
220.888870,54.715405,1489,810,1401,531,-0.4462298,403,3113,15078,16.19,284,5,12625670,
220.968765,54.020840,2038,1137,1955,674,-0.6048414,313,186,-878,15.59,221,5,12626143,
220.630142,54.844246,1537,882,1606,551,-0.5717081,471,522,-346,15.67,150,5,12626724,
221.384903,58.474792,1506,778,1655,642,-0.5345606,429,830,626,16.08,172,5,12637313,
220.174393,60.463158,1108,-302,392,78,-0.3457782,405,277,-1021,15.56,168,5,12641788,
220.708832,61.146099,1959,1045,1725,616,-0.6084104,680,651,-1051,15.04,178,5,12643891,
221.112457,61.969292,1417,802,1516,553,-0.5815214,552,803,-747,15.05,172,5,12646605,
220.921677,1700,967,1371,833,-0.5340465,721,679,-524,16.36,202,5,12671517,
220.666077,2192,1273,1960,610,-0.6645461,640,703,-538,16.41,211,5,12675297,
223.069931,2183,1255,1952,746,-0.6086502,597,1354,3234,15.21,229,5,12686384,
223.102295,2545,2015,1871,814,-0.7077152,578,765,-522,14.98,214,5,12692735,
223.077850,1233,622,1507,576,-0.5279914,450,412,-760,16.14,241,5,12701483,
223.185303,1747,890,1723,571,-0.5963734,453,399,-1159,14.96,241,5,12703783,
222.187164,12.359309,2426,1676,2232,812,-0.1901865,496,2309,4525,15.61,182,4,12715997,
222.323761,17.909649,1626,837,1801,474,-0.5686668,588,871,-189,16.48,152,5,12755087,
222.920761,19.530449,1671,883,1340,611,-0.0777917,384,2836,8196,14.15,247,4,12761319,
223.044983,19.301786,1053,319,1122,541,-0.4395326,411,0,2767,16.37,259,5,12770273,
223.330246,19.972988,935,326,1121,-93,-0.4843764,527,391,-1021,16.31,238,5,12771186,
222.872940,21.010393,1360,558,1262,407,-0.4464980,508,318,-1400,15.42,212,5,12778181,
222.984863,24.468765,1115,470,1550,251,-0.5316896,468,436,-954,16.39,214,5,12787860,
223.565536,24.315702,1306,586,1625,608,-0.4919917,335,-10,111,15.98,219,5,12788498,
222.407288,24.609949,1342,683,1544,501,-0.5405924,537,363,-966,16.47,187,5,12790803,
222.627289,26.213905,1937,1150,1346,677,-0.2019601,607,1769,2044,15.03,181,4,12799085,
223.227249,28.187981,830,436,1408,447,-0.5683195,302,1349,3082,14.99,224,5,12808418,
222.973099,27.073380,1539,845,1747,384,-0.5709393,583,622,-665,16.49,184,5,12813888,
222.631134,1763,901,1557,496,-0.5611777,471,1083,-124,14.83,223,5,12835333,
223.183487,-2.318279,1092,458,1208,297,-0.4832717,336,163,-1281,14.51,219,5,12851488,
222.325562,-1.487105,2365,2843,3127,936,0.0258505,424,2653,7042,15.43,240,4,12854699,
223.009430,-1.424554,1577,958,1791,476,-0.6145993,519,597,-886,16.32,214,5,12857706,
223.911148,32.001823,1258,624,890,395,-0.5216832,516,498,-1279,14.46,256,5,12864651,
222.789993,35.508736,1756,1118,1948,760,-0.6533908,591,824,432,16.88,209,5,12882652,
222.795227,38.620468,1752,905,1590,550,-0.5694606,350,824,128,14.73,192,5,12886960,
222.908203,37.868046,2297,920,3255,538,-0.5583189,412,503,-1117,14.48,168,5,12891928,
223.065903,37.834255,1237,640,1174,431,-0.5473168,445,1178,1627,15.69,200,5,12892308,
222.203156,47.678307,1145,530,904,324,-0.4387328,489,298,-789,14.02,215,5,12928222,
223.116364,47.158070,1156,554,1259,381,0.1237729,505,1754,1584,14.58,226,4,12930481,
223.860947,1588,848,1261,389,-0.5696589,689,776,-243,16.89,233,5,12938570,
222.955566,51.848305,1737,886,1636,402,-0.5444548,542,766,-18,16.25,238,5,12957445,
222.564896,54.753925,1371,745,1849,601,-0.5113041,522,3987,23683,16.53,207,5,12960704,
222.385986,53.018513,1940,982,1427,622,-0.5998715,329,734,-678,15.15,250,5,12963023,
222.409332,59.531788,1486,688,1144,514,-0.4730794,480,552,-922,15.06,150,5,12976843,
223.482697,1385,814,1370,433,-0.3928539,505,1236,950,16.36,233,5,12991087,
223.324051,1012,188,1345,444,-0.3891536,438,127,-1274,16.43,274,5,12996535,
222.107056,10.515000,1886,1005,1145,446,-0.5461758,531,687,-770,15.92,214,5,13004238,
223.709961,1211,581,1615,447,-0.5535591,404,761,1030,16.71,243,5,13011302,
224.297195,900,316,1103,353,-0.2652418,801,2217,4482,15.99,146,4,13016479,
224.751556,-0.410024,1319,676,1635,428,-0.5347183,609,649,-954,15.39,248,5,13033282,
224.683853,1074,-75,543,180,-1.2260381,505,-488,-1076,15.68,188,6,13043556,
225.887436,12.894316,1607,917,1388,569,-0.5845058,576,693,-737,15.11,163,5,13053482,
225.900131,13.605819,1157,582,942,409,0.3032924,341,1774,2158,15.76,182,4,13059982,
225.156403,13.714889,2423,1654,2068,720,-0.6429422,489,785,-472,16.19,141,5,13063224,
224.237762,15.280033,1196,533,1351,425,-0.4548376,529,927,-311,14.88,256,5,13077277,
224.816864,17.463680,1179,534,1120,337,-0.4744175,365,-17,-1361,14.52,254,5,13095415,
224.020264,22.842566,773,963,2232,481,-0.0996367,346,1683,2121,14.45,239,4,13112627,
225.475235,25.647707,1054,504,1221,443,-0.4682172,621,626,-401,16.19,110,5,13134888,
225.920273,26.397411,1163,198,961,236,0.2049834,864,2710,6770,15.19,190,4,13135923,
224.963318,26.436316,2170,1676,2468,802,-0.4708984,685,928,-27,16.83,127,5,13139150,
224.871964,26.115427,1227,740,1024,317,-0.3124416,320,6260,59204,16.05,190,5,13141670,
225.727478,26.917574,1526,912,1274,462,-0.6064985,629,1276,2267,16.74,178,5,13142102,
224.880203,28.390392,1009,232,1043,391,-0.3897019,370,1262,910,16.05,287,5,13149431,
224.047379,28.826902,2065,1449,1937,710,-0.3065017,352,1189,184,16.01,219,4,13150279,
225.367538,27.519096,1933,1249,1956,666,-0.2363557,585,1035,-327,14.84,204,4,13152119,
224.927734,30.001589,2018,1293,1921,711,-0.1230718,465,2745,6573,14.73,206,4,13157383,
225.644836,30.839249,1111,575,1311,349,-0.4193738,429,518,-839,14.51,202,5,13163604,
225.982254,-1.273076,693,300,1663,217,-0.3617265,300,1227,2668,14.48,218,5,13184920,
224.205139,-1.466861,1641,888,1162,591,-0.5917855,552,640,-1072,15.51,248,5,13186691,
224.043915,31.248133,1163,440,1087,555,-0.4833311,406,223,-636,16.50,242,5,13201180,
224.155777,31.074295,1036,417,1095,221,-0.4607219,400,361,-285,15.46,247,5,13201200,
225.207153,35.143143,1208,258,1993,500,0.0051192,424,1811,2766,14.94,224,4,13217155,
225.108353,42.438560,1828,1143,1888,760,-0.6754727,690,591,-694,16.67,235,5,13245042,
225.340988,41.044727,1315,701,1385,448,-0.5160620,729,1243,1050,16.78,231,5,13245386,
225.768799,42.852386,1892,1218,1843,783,-0.1983912,520,2059,3499,15.54,224,4,13247068,
224.733002,45.522705,1474,781,1358,572,-0.5191785,456,825,198,16.39,217,5,13256309,
224.978333,50.895721,989,811,1562,455,-0.5144092,347,426,-287,14.17,222,5,13271412,
224.414291,1394,809,1471,555,-0.5596735,566,2628,13135,15.39,230,5,13287580,
225.473480,1160,391,908,215,-0.4642529,479,1475,2974,15.52,239,5,13290819,
225.643997,52.877342,1687,1005,1862,598,-0.2041353,441,1884,5360,16.15,230,4,13293930,
224.181320,58.136726,1004,534,1359,849,-0.4946845,719,609,-538,16.95,206,5,13314310,
225.989090,61.153915,1061,48,1041,422,-1.1314790,483,-573,-702,16.36,190,6,13320417,
224.764816,1210,641,1611,430,-0.5444015,323,518,-992,15.37,226,5,13338327,
225.468628,1268,641,1407,468,-0.4482609,397,295,-818,14.22,196,5,13340259,
227.417267,1742,818,1624,513,-0.5438253,687,916,-47,16.53,220,5,13361822,
227.281586,1094,243,1193,367,0.1546278,609,3003,9402,15.37,194,4,13362057
227.887436,1291,588,1558,533,-0.4841738,374,996,396,15.44,201,5,13364526,
227.976471,1190,583,1717,427,0.3460097,687,2849,8508,16.28,220,5,13370317
227.836075,1139,77,874,174,0.1857424,945,2270,4123,16.35,184,4,13382039
227.877808,1041,404,1211,235,-0.4195803,345,235,-582,15.91,211,5,13388086,
226.969910,11.479836,1446,793,1600,555,-0.6059775,468,865,396,16.33,194,5,13397464,
227.353195,13.766897,2430,2525,3230,910,-0.2089679,369,2172,4748,15.97,184,4,13404301,
227.695984,13.581525,1242,571,1305,503,-0.4862032,587,1042,-49,15.88,196,5,13412255,
227.935715,16.907318,2201,212,3722,699,-0.6578459,656,503,-1058,14.59,204,5,13420390,
227.799744,16.689512,1430,747,1485,521,-0.5509461,342,304,-1250,15.09,209,5,13422261,
227.627777,17.235613,1055,443,773,320,-0.1181801,389,-144,-1505,14.87,166,5,13432696,
227.645615,20.208439,1907,1188,1923,672,-0.6055098,535,125,-244,16.52,192,5,13447861,
226.365524,19.268324,1196,460,829,341,-0.3828895,466,1597,1505,14.32,223,5,13453183,
226.998627,21.849228,1286,654,1500,546,-0.4359983,722,1984,6107,15.36,217,5,13456555,
227.368744,23.970636,2340,1539,2276,730,-0.5599966,342,318,-969,15.87,245,5,13473080,
226.436996,23.382956,1715,553,1791,559,-0.5401644,420,693,-418,14.30,163,5,13476119,
227.458176,29.222563,1342,663,1061,465,-0.5380185,1254,2155,5237,16.16,154,5,13504794,
226.624725,1980,1150,1852,640,-0.6020044,334,183,-1144,15.31,187,5,13514372,
226.207550,-1.440029,1133,722,1724,499,-0.5178170,719,788,-736,14.55,199,5,13528624,
226.399384,-1.972510,2429,1795,2371,884,-0.5487463,473,1466,1474,15.62,157,5,13531485,
226.160141,-2.388562,2462,1769,2373,797,-0.4115535,296,8439,84959,15.97,225,5,13532661,
227.870346,-2.842739,1084,480,1351,225,-0.5094179,563,1362,4656,16.43,236,5,13538276,
226.103531,38.565296,1252,532,1225,402,-0.4733312,487,529,-1194,14.74,211,5,13573253,
227.135254,38.703400,1121,173,1051,283,-0.1031576,476,808,-478,15.37,219,5,13579321,
227.322159,39.113914,1370,732,1009,497,-0.3657646,705,641,-677,15.46,172,5,13588422,
226.095947,46.912224,1501,846,1607,646,-0.5592011,366,340,-813,15.66,163,5,13606534,
227.604446,1227,665,1535,486,-0.5331665,284,7439,65311,15.37,226,5,13628820,
225.997330,1074,421,1291,305,-0.5139040,427,755,-269,15.64,42,5,13637483,
226.704193,1077,491,1138,282,-0.5410828,328,122,-1379,14.25,210,5,13637583,
227.791138,51.377544,1076,374,1238,301,-0.4738378,327,461,-671,14.85,213,5,13642932,
226.867020,52.766521,1691,907,1064,507,-0.5783467,504,522,-839,15.38,76,5,13643051,
227.513718,51.674587,968,-6,1192,215,-0.3825781,368,1433,1162,14.51,212,4,13643180,
227.820404,57.821960,1440,489,1437,450,-0.4844387,363,735,2030,14.17,184,5,13661048,
226.678238,59.065556,1054,192,588,301,-0.1058418,388,2226,4280,14.95,168,4,13666184,
226.003403,60.820992,2071,1466,1982,623,-0.6480029,949,1262,1281,16.99,187,5,13667123,
226.066528,60.624382,1016,433,941,368,-0.5845776,356,1321,2717,14.57,176,5,13667313,
226.581573,59.715084,1072,613,1675,555,-0.5134788,399,402,-460,16.30,174,5,13668495,
226.698029,1468,821,1479,569,-0.5380185,419,343,-718,14.92,225,5,13682755,
227.368942,1133,526,1572,363,-0.5320753,466,449,-1165,15.57,237,5,13687615,
227.931839,2449,1491,2314,743,-0.6304280,388,576,-895,15.07,239,5,13693315,
226.838745,1173,54,829,155,-0.9443541,418,-186,-1094,14.44,223,6,13700475,
227.369919,10.987475,2407,1585,2306,697,-0.6055080,734,1055,731,16.92,184,5,13702247,
228.102783,1741,1017,1560,622,-0.5931534,732,814,-325,16.70,121,5,13711003,
229.294739,1090,183,654,156,-0.1994541,281,475,-1179,15.16,212,5,13715740,
228.395432,1014,478,1367,363,-0.5277117,428,1569,5294,15.67,196,5,13719041,
229.227234,2287,1470,2298,758,-0.6762654,312,201,-1255,14.67,192,5,13740532,
228.796555,11.558978,1065,-108,182,-111,-0.4859492,374,920,241,15.84,175,5,13748458,
229.091187,11.500601,976,490,1318,312,-0.4289087,531,491,-1104,14.38,201,5,13755234,
229.572433,12.254305,1464,546,1885,558,-0.4992779,463,29,-1489,14.19,48,5,13757345,
228.816727,14.894909,1037,-321,1082,104,-0.4012368,455,1426,2823,14.55,227,5,13763155,
228.523376,14.292231,1010,552,1182,433,-0.4554334,362,192,-937,14.05,171,5,13768824,
229.329254,18.907415,2279,1563,2147,870,-0.6377041,291,5823,43471,16.51,234,5,13801112,
228.932678,19.257853,1090,-64,1048,495,-1.2886063,344,-268,-843,16.12,214,6,13803333,
229.429428,22.176046,1206,525,789,266,-0.4486061,479,1096,1297,14.91,235,5,13824707,
228.945541,23.871523,1846,1017,1960,617,-0.5058622,656,1020,-87,15.23,240,5,13830332,
228.676224,32.733807,1435,797,1759,558,-0.6057217,436,543,-879,15.71,223,5,13908938,
229.648544,33.948524,1625,870,1844,784,-0.5714651,465,553,-816,16.32,224,5,13923029,
229.129532,38.440536,2156,1198,2202,771,-0.6436089,783,1048,-43,16.55,213,5,13935490,
229.045700,37.369011,1807,1007,1682,555,-0.5552574,367,574,-715,16.07,211,5,13935727,
228.609436,37.168415,1619,945,1757,610,-0.3907685,765,1088,17,15.00,193,5,13940653,
229.504990,41.648415,1194,646,1849,460,-0.0884365,500,2084,4292,15.97,191,4,13954094,
229.942551,43.154667,2199,-1681,5398,722,-0.4731608,389,247,-649,14.26,239,5,13961669,
229.209839,46.953896,1627,826,1713,561,-0.5735115,371,531,-902,14.81,236,5,13970087,
228.872299,1970,1094,2006,570,-0.6024232,765,758,-665,15.99,233,5,13990436,
229.316757,56.946339,1245,670,1433,512,-0.4703785,599,524,-656,15.92,162,5,14020352,
229.949783,57.082436,1699,927,1564,575,-0.5432454,709,920,-427,15.19,111,5,14026600,
229.959259,1131,567,1213,346,-0.4991983,439,403,-858,16.34,189,5,14049818,
229.214142,1042,409,1000,240,-0.4484695,474,787,-756,15.86,136,5,14069478,
230.190079,1015,-230,753,99,0.1048991,560,1711,7972,16.72,203,4,14080799,
231.117264,1107,16,432,285,-0.0052127,397,2779,7544,15.11,191,4,14089317,
231.712814,1327,658,1275,398,-0.5081497,628,901,35,16.35,207,5,14094032,
230.442963,11.194684,1935,1088,1817,641,-0.6078203,442,530,-839,15.57,104,5,14118729,
230.152420,12.996372,1548,782,1422,417,-0.5083470,506,1023,-37,15.56,160,5,14122241,
230.973892,13.229692,1351,605,1576,550,-0.4400575,434,245,-1207,15.69,194,5,14134410,
230.095749,16.641113,1949,1411,2125,667,-0.5233698,595,1397,1032,15.95,204,5,14144427,
230.533127,17.002834,2392,2169,2343,956,-0.5892733,827,1717,2801,16.58,226,5,14153847,
231.574570,17.304443,1917,1071,1781,657,-0.5934547,527,898,-301,14.21,204,5,14159693,
230.745880,20.049366,1410,500,1824,445,-0.4447688,656,730,-542,14.08,175,5,14164902,
230.724792,22.675140,1391,859,1982,642,0.2907605,784,2128,3784,14.71,239,5,14183370,
